epoch,accuracy,loss,val_accuracy,val_loss
0,0.863752007484436,0.37898245453834534,NA,NA
1,0.987703800201416,0.0838511660695076,NA,NA
2,0.989079475402832,0.0543338768184185,NA,NA
3,0.989568293094635,0.04474780708551407,NA,NA
4,0.9882363080978394,0.0467703640460968,NA,NA
0,0.8771495223045349,0.3702322542667389,NA,NA
1,0.9900305867195129,0.07610701024532318,NA,NA
2,0.990302324295044,0.04729114845395088,NA,NA
3,0.990433394908905,0.04026750475168228,NA,NA
4,0.9887617826461792,0.0457603894174099,NA,NA
