epoch,accuracy,loss,val_accuracy,val_loss
0,0.9370539784431458,0.21342499554157257,NA,NA
1,0.9889613389968872,0.050193868577480316,NA,NA
2,0.988124430179596,0.05253567919135094,NA,NA
3,0.9890351295471191,0.050459738820791245,NA,NA
4,0.9906185865402222,0.043561361730098724,NA,NA
0,0.9406136274337769,0.20356617867946625,NA,NA
1,0.9913098216056824,0.045013245195150375,NA,NA
2,0.99030601978302,0.04315757006406784,NA,NA
3,0.9901808500289917,0.043583936989307404,NA,NA
4,0.9908902645111084,0.041895680129528046,NA,NA
