epoch,accuracy,loss,val_accuracy,val_loss
0,0.8059906959533691,0.5110974311828613,NA,NA
1,0.8062748312950134,0.5048497915267944,NA,NA
2,0.8084982633590698,0.4961697459220886,NA,NA
3,0.8104376792907715,0.48314785957336426,NA,NA
4,0.8106165528297424,0.48460114002227783,NA,NA
5,0.809819221496582,0.48466381430625916,NA,NA
6,0.8090634346008301,0.4939858317375183,NA,NA
7,0.8065185546875,0.5041429996490479,NA,NA
8,0.8105713725090027,0.48876217007637024,NA,NA
9,0.8104732036590576,0.4871993064880371,NA,NA
10,0.8130828142166138,0.4537334442138672,NA,NA
11,0.8311381936073303,0.4024052023887634,NA,NA
12,0.832763671875,0.38858896493911743,NA,NA
13,0.8429691791534424,0.38634902238845825,NA,NA
14,0.8448195457458496,0.37375354766845703,NA,NA
15,0.8543139100074768,0.3530783951282501,NA,NA
16,0.8668361306190491,0.33745047450065613,NA,NA
17,0.8657676577568054,0.3431098461151123,NA,NA
18,0.8734166026115417,0.3192548155784607,NA,NA
19,0.8765550851821899,0.30609095096588135,NA,NA
20,0.8629798889160156,0.3341670036315918,NA,NA
21,0.8117518424987793,0.44458088278770447,NA,NA
22,0.8320719003677368,0.4029574394226074,NA,NA
23,0.8709788918495178,0.32757118344306946,NA,NA
24,0.8768519163131714,0.31649652123451233,NA,NA
