epoch,accuracy,loss,val_accuracy,val_loss
0,0.7803662419319153,0.5784210562705994,NA,NA
1,0.8016255497932434,0.5316716432571411,NA,NA
2,0.8043053150177002,0.5217558145523071,NA,NA
3,0.8064525127410889,0.5126470327377319,NA,NA
4,0.8052546381950378,0.5182444453239441,NA,NA
5,0.8063729405403137,0.5123687982559204,NA,NA
6,0.8056016564369202,0.5129356384277344,NA,NA
7,0.8055406808853149,0.510870635509491,NA,NA
8,0.8054953217506409,0.5135859251022339,NA,NA
9,0.8051798939704895,0.5181661248207092,NA,NA
