epoch,accuracy,loss,val_accuracy,val_loss
0,0.8070489764213562,0.5055344700813293,NA,NA
1,0.8071652054786682,0.5014816522598267,NA,NA
2,0.807994544506073,0.5001733303070068,NA,NA
3,0.8067194223403931,0.5044745206832886,NA,NA
4,0.8082520961761475,0.49783000349998474,NA,NA
5,0.807874321937561,0.4975658655166626,NA,NA
6,0.8088650703430176,0.4948691725730896,NA,NA
7,0.8092925548553467,0.4877718985080719,NA,NA
8,0.8092105984687805,0.49268874526023865,NA,NA
9,0.8067561388015747,0.497140496969223,NA,NA
10,0.8087164163589478,0.4936930239200592,NA,NA
11,0.8084401488304138,0.4920026659965515,NA,NA
12,0.806668758392334,0.5027762651443481,NA,NA
13,0.8082478642463684,0.4938317537307739,NA,NA
14,0.8083601593971252,0.4988769292831421,NA,NA
15,0.8093280792236328,0.48926687240600586,NA,NA
16,0.8115195035934448,0.47805631160736084,NA,NA
17,0.811394214630127,0.4736446738243103,NA,NA
