epoch,accuracy,loss,val_accuracy,val_loss
0,0.9940798878669739,0.030441829934716225,NA,NA
1,0.9960638880729675,0.02085680142045021,NA,NA
2,0.9972748160362244,0.015319092199206352,NA,NA
3,0.9989542961120605,0.00758556229993701,NA,NA
4,0.9959768056869507,0.01841481775045395,NA,NA
5,0.9949020743370056,0.026871858164668083,NA,NA
6,0.9953494071960449,0.02352392114698887,NA,NA
7,0.9957321882247925,0.02174464613199234,NA,NA
8,0.9946631789207458,0.028322024270892143,NA,NA
9,0.9937278032302856,0.03375827521085739,NA,NA
10,0.9927824139595032,0.039572201669216156,NA,NA
11,0.9943094253540039,0.030258595943450928,NA,NA
12,0.9940283894538879,0.03177906945347786,NA,NA
13,0.9916545152664185,0.04476403072476387,NA,NA
14,0.9924733638763428,0.04114530235528946,NA,NA
15,0.9928075671195984,0.03947853296995163,NA,NA
16,0.9899270534515381,0.05724280700087547,NA,NA
17,0.9888959527015686,0.06249307841062546,NA,NA
18,0.9904201030731201,0.053844451904296875,NA,NA
19,0.991177499294281,0.0487050898373127,NA,NA
20,0.9944436550140381,0.030049659311771393,NA,NA
21,0.9919589757919312,0.04528915137052536,NA,NA
22,0.9927567839622498,0.03914909437298775,NA,NA
23,0.990502119064331,0.052805736660957336,NA,NA
24,0.9946091771125793,0.028120096772909164,NA,NA
