epoch,accuracy,loss,val_accuracy,val_loss
0,0.9526818990707397,0.16872604191303253,NA,NA
1,0.9881786704063416,0.050697751343250275,NA,NA
2,0.9898994565010071,0.04468013346195221,NA,NA
3,0.9905641674995422,0.04581419751048088,NA,NA
4,0.9912168383598328,0.04275781661272049,NA,NA
0,0.9421159029006958,0.1833338737487793,NA,NA
1,0.987663984298706,0.05432070046663284,NA,NA
2,0.9895659685134888,0.04589339345693588,NA,NA
3,0.9902138710021973,0.04425312951207161,NA,NA
4,0.9905781745910645,0.043923720717430115,NA,NA
